"","cell_1","cell_2","cell_3","cell_4","cell_5","cell_6","cell_7","cell_8","cell_9","cell_10","cell_11","cell_12","cell_13","cell_14","cell_15","cell_16","cell_17","cell_18","cell_19","cell_20"
"KLRB1",0,0,0,0,0,0,0.073312,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLRC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLRC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLRC3",0,0.330455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLRC4",0,0,0,0,0,0,0,0,0,0,0.7505305,0,0,0,0,0,0,0,0,0
"KLRC4-KLRK1",0,0,0,0,0,0,0,0,0,0,4.25275e-07,0,0,0,4.784335e-06,0,0,0,0,0
"KLRD1",0.627887,2.05877,0.685972,0.8005615,6.3578,1.0946,2.984165,5.82392,0.825007,2.1317,10.555015,0.2653185,2.26818,2.68706,2.43739,1.558495,8.667065,2.464785,0.92665,1.093985
"KLRF1",0,0,0,0,0,0,0,0,0.077836,0,0,0,0,0,0,0,0,0,0,0
"KLRF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLRG1",0.238753,0,1.19485,0.0650882,1.17698,0,0.4876315,0.5158585,0.643852,0.07552395,2.11462,0.925357,0.139912,0.144507,0.2092885,1.14987,0.976513,0.11224435,0.386793,0.0258137
"KLRG2",0,0,0,0,0,0,0,0,0,0,0.943415,0,0,0,0,0,0,0,0,0
"KLRK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430253,0,0,0,0,0
"KMO",0,0.0148191,0,0.454481,0.225046,0,0.0812583,0.09053025,0.02486055,0.05532385,0.1175709,0.0216984,0.0127,0,0.196392,0.0143039,0.656049,0.04196355,0,1.034971
"KMT2A",0.0467945,2.78454,1.28242,0.0627805,0.0428248,0,0.8505555,6.42804,9.40478,0.3515905,0.1396779,0.002155235,0,0.47475,0.839402,0.0637183,1.761935,0,3.27717,0.00607895
"KMT2B",0,0.742565,0,9.84196,0.2588115,6.82601,1.195625,3.03755,0.02454565,22.1241,0.1998765,0.156739,0,0,0,0.0268457,7.99667,0,0,0.221237
"KMT2C",2.27769,0.0382585,2.68468,0.165115,0.6366265,0.803993,0.0213853,2.81291,1.989375,0,1.39915,0.001896505,0.256194,0.424724,20.3726,0,0.3643645,0,0.256529,0.00580345
"KMT2D",0,0.702411,1.20926,0.130875,6.95107,0,0.08033895,2.240855,7.70806,5.89604,0.345175,2.84053,16.5762,0,0.2370265,25.6275,2.1388,0.0524056,0,3.4386
"KMT2E",3.07968,6.17449,3.57994,10.13743,3.542715,68.3825,1.40396,1.43343,14.13745,0.630294,1.054866,0.0916288,0.07489,0,0.09449345,27.1605,2.75143,7.09136,5.78164,0.254501
"KMT2E-AS1",0.276196,0.110885,0,0,0.0170164,0,0.8981895,0.3841905,0.868309,0,0.541595,0,0,7.272685,0.03977635,0,0.1853745,0,0.8937995,0.03378085
"KNCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNDC1",0,0,0.0745806,0,0.65851,0,0.501919,0.09063195,0,0,0.05129835,0,0,13.9845,0.4250705,0,0.4438365,0,0,0.017112
"KNG1",0,0,0,0.1376525,0.1912501,0.0738307,0.1339955,0.401126,0,0,1.474615,0,0,0.0639789,0.10742085,0,0.697064,0.0353492,0.08079895,0.7123125
"KNOP1",0,0.213466,0,133.9085,0,0,0,0.9823255,0,83.5077,8.14171,0.0227635,3.24414,16.73245,0,0.0323582,0,4.06469,0,0.071599
"KNSTRN",0,0,0,0,0.02853485,0,0,0,0,0,1.0421015,5.14342,0,0,0,0,45.41795,0.0324009,65.999,0.03591005
"KNTC1",0.0173176,0,0,0.418383,0,0,0,0.2467535,0,0,0.517665,0,0,0,0,0,0.02453015,0,0,0
"KPNA1",0,0,0.0880026,0.01382015,0.2083745,0.024288,0.04702235,4.829455,0.0321877,0,0.2843795,0.004296205,0.698875,0,4.623,0,0.04603845,0.278267,48.7949,4.397195
"KPNA2",0,19.0246,36.1117,0,0.0264966,0,0.0165972,5.51686,8.41588,0,0.2176625,0.03610125,0,3.133855,0.579779,0.02509675,0,1.76237,0.398039,0.02803035
"KPNA3",0,0,8.60962,0,0.125551,2.57532,16.65765,0.2308545,47.28895,0,0.05432855,0.01173325,0.0432497,0,22.86035,0,0,0,0.0080796,0
"KPNA4",0.0886836,0.126092,0.0875884,10.6688,3.24349,0.622748,3.80718,0.7961075,12.7899,0.5166355,3.419565,23.0088,19.8441,0.2710275,0.502609,70.2675,1.410075,0.214591,18.61975,1.540425
"KPNA5",0,0,0,0,42.3975,0,0,0.068409,0.10484105,0,0.252009,0,0,0,0,0,0,0,0.2435855,0
"KPNA6",0.906775,11.6041,6.83697,0.3116145,2.66905,11.1495,1.377635,12.25765,11.1813,22.104,4.5085,0.7699085,0.0741607,3.635795,1.946565,19.99925,2.644615,3.87866,0.8502145,3.68286
"KPNA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KPNB1",1.29651,0.270825,11.3952,0.01769875,0.253849,0.792053,0.2465775,1.017378,7.84452,24.1264,7.261875,24.77995,5.87385,161.316,23.6615,1.67366,0.02303995,230.974,0.7677995,11.9104
"KPRP",0,0,0,31.53805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KPTN",0.267714,0,0,23.7744,0,0,0.03291145,0,2.493165,0,0.01812555,0,0,0,0,0,1.73559,0,0,0
"KRAS",0.158751,0.220834,0.0226532,0.1426975,0.2503295,0.716988,0.223878,0.7349475,15.8905,0.1857495,10.088825,1.232385,20.57,0.15108955,5.4752,4.64267,0.8040825,0.176531,16.4429,0.9358315
"KRBA1",0,0,0,0,0,0,0,0,0,0,0.192687,0.02263575,0,0,0,0,0,0,0,0
"KRBA2",0.327982,0.703102,0.064321,1.23854,0.8662955,0.11032,0.8336485,0.886966,48.79945,0.2052995,5.55589,0.26973,0,0.0641215,0.4575775,0.468432,0.382208,0.101715,0.451041,0.0288731
"KRBOX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRBOX1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRBOX4",2.44203,0,0.146504,0.6753855,2.27159,1.26762,0.599279,3.6148,0.383809,1.792305,4.084935,0.2698185,0.544697,1.98024,2.99732,1.375605,4.238825,0.11341215,0.2524735,0.6973755
"KRCC1",0,0,0,0,0,0.107989,0,0.0366789,0.0215098,0,0.4960675,0,0,0,0.0226136,0,0,0,0,0
"KREMEN1",6.65447,6.30572,3.48165,7.58643,10.570175,5.47603,5.329615,6.413525,3.400585,9.73544,11.242085,3.537845,1.45079,5.052685,5.142735,1.72756,6.81043,0.982502,4.80193,8.178565
"KREMEN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRI1",0,0.338919,0,0,3.64004,0.111169,0.463839,0,0,0.0690968,4.97162,0,0,0,0,0,0.6638365,0.063934,0,0
"KRIT1",0.257851,0.140912,0.269222,0.1326376,3.761225,0.33218,0.09014705,0.5168515,0.05623205,0.5910135,2.65964,61.014,0.0265772,0.5777375,0.4753235,0,1.0868195,0.0707083,0.568662,0.1139287
"KRR1",0,0,0.0725433,0,0,0,0,0.01567435,0.916772,0,0.5232885,0,0.014821,0,0,120.198,0,0.01742415,0,0
"KRT1",0,0,0,0,0,0,0,0.0307589,0,0,0,0,0,0,0,0,0,0,0,0
"KRT10",27.5172,0,0.456411,1.521695,0,0,0,0,0.2115055,0.123392,0.01757395,0.0705544,6.0834,0.03923545,0,67.37135,0,0,0,14.62005
"KRT12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT13",0,0,0,0,0,0,0,0,0,0,0,0,0.653133,0,0,0,0,0,0,0
"KRT14",0,0,0,0,0.1924785,0,0,2.1002,0,0,0.0894218,0,1.01796,0,11.77475,0,1.41362,0,0,0
"KRT15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01813345,27.29265,0,0
"KRT16",0,0,0,0,0,0,0.02322275,0.623765,0,0,0.01405475,0,0.289622,0,0,0,0,0,0,0.946713
"KRT16P1",0,0,0,0,0,0,0.1515849,2.90595,0,0.033979,0.61789,0.5182645,0,0,0,0,0.0807838,0,0,0.054154
"KRT16P2",0,0,0,0,0,0,0,0.469642,0,0,0,0,0,0,0,0,0,0,0,0
"KRT16P3",0,0,0,0,0.02234565,0,0,1.607765,0,0,0.12091675,1.87314,0,0,0,0,0,0,0,0
"KRT17",0,0,0,0,0,0,0,0.64751,0,0,5.11087,0,0,0,0,0,20.10075,0,0,0
"KRT17P5",0,0,0.200001,74.624,0,0,0.02503375,0.9883025,0,0,4.014865,0,0,0.076185,0,77.53855,0,0,6.959875,0
"KRT18",0.208121,12.4599,0.437953,10.438015,11.57275,0,4.23782,2.56709,0,0,11.044715,0.180823,0,16.61325,0.530353,0,0.337885,0,0,0.1417075
"KRT18P55",0,0.104685,0.436577,0.2725865,0.7920905,0,1.370665,0,0,0,0.7550185,0,0,21.876,0.1261105,0,0.0393637,0,0,0.1902595
"KRT19",0,0,0,0,0,0,0,0,0,0,2.468815,0,0.216019,0,0.10239,0,0,0,0,0
"KRT19P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT2",0,0,0,0,0,0,0.01422735,0,0,0,1.63602,0,0,0,0,0,0,0,0,0
"KRT20",0,0,0,0,0,0,3.61934,0,0,0,0,0,0,0,0.2128939,0,0,0,0,0
"KRT222",0,0,0,0,0,0,0.01645175,0,0.0386377,0,0,0,0,0,0,0,0,0.1797173,8.82232,225.591
"KRT23",0,0,0,0,0,0,0,0.0372743,0.0302312,0,0,0,0,0,0,0,0,0,0,0
"KRT24",0,0,0,0,0.02353805,0,0,0,0,0,0.2581015,0,0,0,0,0,0,0,0,0
"KRT25",0,0,0,0,0,0,0,0,0,0,0.1902655,0,0,0,0,0,0,0,0,0
"KRT26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05433,0,0,0
"KRT27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379527,0
"KRT28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT3",0,0,0,0,0,0,0,0,0,0,0.171712,0,0,0,1.50018,0,0,0,0,0
"KRT31",0,0,0,0.124079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT32",0,0,0,0,0,0,0,0,0,0,0.02563875,0,0,0,0,0,0,0,0,0
"KRT33A",1.2575,0,0,1.4764295,0.076381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT33B",0,0,0,0.562375,0,0,0,0.059929,0,0,0,0,0,0,0,0,0,0,0,0
"KRT34",0,0,0,0,11.87375,0,0,0.294013,0,0,0.4912645,0,0,0,0,0,0.02175885,0,0,0
"KRT35",0.189268,0,0,9.68244,0.3635625,0,0,0,0,0,3.051715,0,0,0,0,0,0,0,0,0
"KRT36",0,0,0,0,0,0,0,0,0,0,2.4382,0,0,0,0,0,0,0,0,0.0608915
"KRT37",0,0,0,0,0,0,0.1745035,0,0,0,0.6558705,0,0,0,0.2962005,0,0,0,0,0
"KRT38",0,0,0,0,0,0,0,0,0,0,0.48095,0,0,0,0,0,0,0,0,0
"KRT39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT4",0,0,0,0,0,0,0.03220305,0,0,0,0.04544325,0,0,0,0.0862685,0,0,0,0,0
"KRT40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT42P",2.04288,0.237186,1.06768,3.09194,2.00241,2.51422,1.257145,6.806955,1.68223,1.29843,3.471585,0.605578,0.459663,0.5952135,2.896565,16.16585,2.56841,0.342216,2.34154,2.969765
"KRT5",0,0,0,0.0720825,0,0,0,0.5073275,0,0,0.197497,0,0,0,0,0,0,0,0,0
"KRT6A",0,0,0,0.1897505,0.696971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT6B",0,0,0,0,0,0,0.01685525,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT6C",0,0,0,0,0,0,0,0,0,0,0.0237608,0,0,0,0,0,0,0,0,0
"KRT7",0,0,0,0,0.743907,0,0,3.69957,0,0,2.37854,0,0,0,0,0,0,0,0,0.0709005
"KRT71",0,0,0,0,0.08771025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT72",0,0,0,0,0,0,0.0247191,0,0,0,0.05906875,0,0,0,0,0,0,0,0,0
"KRT73",0,0,0,0,0,0,0,0,0,0,0.028231,0,0,0,0,0,0,0,0,0
"KRT73-AS1",0.221217,0.0417649,0,0.2110395,0.3890445,0.275152,0.127293,0.349626,0.05701545,0.822807,0.7152635,0,0.193375,2.097595,0.0773327,0.0333425,0.2061125,0,0.03218815,0.0180186
"KRT74",0,0,0,0,0,0,0,0,0,0,0.486285,0,0,0,0,0,0,0.953017,0,0
"KRT75",0,0,0,0,0,17.5603,0,0,0,0,0.26138,0,0,0,0,0,0,0,0,0
"KRT76",0,0,0,0,2.853835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT77",0,0,0,0,1.464295,0,0.427808,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT78",0,0,0,0,0.03208125,0,0.542944,0.1034956,0,0,0.579123,0,0,0,0.0325594,0,0,0,0,0
"KRT79",0,0,0,0.358353,0,0,0.514558,0.1751225,0,0,0.03442045,0,0,0,0.103375,0,0,0,0,0
"KRT8",6.53968,0.830477,0.968988,1.0284905,20.1421,10.2299,0.3981005,17.9609,0.0453218,0.5627725,3.66916,2.0476,0,1.67838,0.952065,0,9.462185,0,2.446325,4.99139
"KRT80",0,0,0,0,3.14145,0,1.0720395,0.05905435,0,0,0.4698285,0,0,0,0,0,0,0,0,0
"KRT81",0,0,0,0,0.223112,0,0,0,0,0,0,0,0,0,0.25553725,0,0,0,0,0
"KRT82",0,0,0.110658,0.0306834,5.006025,0,0,0.03356045,0,0,0,0,0.0730044,0,0,0,0.275213,0,0,0
"KRT83",0,0,0,0,0.5714985,0,0,0,0,0,0.06728315,0,0,0,0,0,0,0,0,0
"KRT84",0,0,0,0,0.3841605,0,0,0,0,0,0.0714367,0,0,0,0,0,0,0,0,0
"KRT85",0,0,0,0,0,0,0,0.0745585,0,0,0.424282,0,0,0,0,0,0,0,0,0
"KRT86",0,0,0,0,0.0280627,0,0,0,0,0,0,0,0,0,3.59663,0,0,0,0,0
"KRT8P41",0,0,0,0,1.0983835,0,0,0.1208455,0,0,0.7889595,0,0,0,0,0,0.353146,0,0,0.4662045
"KRT9",0,0,0,0,0,0,0.429705,0,0,0,0,0,0,0,0,0,0.0166398,0.066197,0,0
"KRTAP10-1",0,0,0,0,0,0,0,0,0,0,0.4933205,0,0,0,0,0,0,0,0,0
"KRTAP10-10",0,0,0,0,0,0,7.10409,0.458257,0,0,0.3696455,0,0,0,0,0,0,0,0,0
"KRTAP10-11",0,0,0,0,18.0114,0,0,0,0,0,2.01646,0,0,0.4981515,0,0,0,0,0,0
"KRTAP10-12",0,0,0,0,0,0,0,0,0,0,0.2532385,0,0,0,0,0,0,0,0,0
"KRTAP10-2",0,0,0,0.138839,0,39.6381,0,21.24805,0,0,1.280541,0,0,0,0,0,0,0,0,0
"KRTAP10-3",0,0,0,0,0,0,0.104268,0,0,0,0.115291,0,0,0,0,0,0,0,0,0
"KRTAP10-4",0,0,0,0,0,0,0,0.0297517,0,0,0.1088878,0,0,0,0,0,0,0,0,0
"KRTAP10-5",0,0,0,0,0,0,0,0,0,0,0.339848,0,0,0,0,0,0,0,0,9.0017
"KRTAP10-6",0,0,0,0,0.1570263,0,57.7548,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP10-7",0,0,0,0,0,0,0,0,0,0,1.667558,0,0,0,0,0,0,0,0,0
"KRTAP10-8",0,0,0,0,0,0,12.6606,1.37961,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP10-9",0,0,0,0,0,0,0.1825715,0.0445725,0,0,0.6658905,0,0,0,0,0,0,0,0,0
"KRTAP1-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP11-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP12-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP12-2",0,0,0,0,0,0,0,0,0,0,13.1113,0,0,0,0,0,0,0,0,0
"KRTAP12-3",0,0,0,0,81.8811,0,0,0,0,0,0.6292095,0,0,0,0,0,0,0,0,0
"KRTAP12-4",0,0,0,0,0,0,6.570585,1.7554,0,0,0,0,0,0,0,0,0.349288,0,0,0
"KRTAP1-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP13-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.287825
"KRTAP13-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP13-3",0,0,0,0,0,0,0,1.084535,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP13-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP1-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP1-5",0,0,0,0,0,0,0,0,0,14.3197,0,0,0,0,0,0,0,0,0,0
"KRTAP15-1",0,0,0,0,133.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP16-1",0,0,0,0,0,0,0.058875,0,0,0,0,0,0,0,0,0,3.211975,0,0,0
"KRTAP17-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP20-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP20-2",0,0,0,0,0,9.93939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP20-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP20-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP2-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP21-1",0,0,0,0,4.340525,0,0,6.667575,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP21-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP21-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP2-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546715,0,0,0
"KRTAP22-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP22-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP2-3",0,0,0,0,0,0,0,0,0,0,0.1073465,0,0,0,0,0,0,0,0,0
"KRTAP23-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP2-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP24-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP25-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP26-1",0,0,0,0,0,0,0,0,0,0,0.3077335,0,0,0,0,0,0,0,0,0
"KRTAP27-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP29-1",0,0,0,0,0.055069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP3-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3482,0
"KRTAP3-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP3-3",0,0,0,0,0,0,0,0,0,0,0.116687,0,0,0,0,0,0.0678885,0,0,0
"KRTAP4-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP4-11",0,0,0,0,0.289483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP4-12",0.836042,0,0,0,0,0,1.406215,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP4-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP4-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP4-4",1.47256,0,0,0,0,0,0,0.310867,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP4-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP4-6",0.820853,0,0,0,0,6.11746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP4-7",0,0,0,0,2.003395,0,0,0,0,0,0.7426405,0,0,0,0,0,0,0,0,0
"KRTAP4-8",0,0,0,0,0,0,0,0,0,0,0.0304301,0,0,0,0,0,0,0,0,0
"KRTAP4-9",0,0,0,0,0,0,0,0,0,0,4.80889,0,0,0,0,0,0,0,0,0
"KRTAP5-1",0,0,0,0,0,0,0,0,0,0,4.34593,0,0,0,0,0,0,0,0,0
"KRTAP5-10",1.84618,0,0,0,0,0,0,0.513758,0,0,0.119974,0,0,0,4.61337,0,0,0,0,0
"KRTAP5-11",0,0,0,22.2474,0,0,0,0,0,0,0.267581,0,0,0,0,0,0.377419,0,0,0
"KRTAP5-2",0,0,0,0,38.28315,0,0.050906,0,5.84959,0,0.187813,0,0,0,0,1.69214,0,0,0.2614715,0
"KRTAP5-3",0,0,0,0,2.08637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP5-4",0,0,0,0,0.107087,0,0,0.190287,0,0,0.119771,0,0,0,0,0,0.0340962,0,0.139597,0.0785175
"KRTAP5-5",0,0,0,0,0,0,0,1.95617,0,0,0.521077,0,0,0,0,0,0,0,0,0
"KRTAP5-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP5-7",0,0,0,0,0.152737,0,0.0692475,0.140562,0,0,0.0966445,0,0,0,0.6130435,0,1.71925,0,0,0
"KRTAP5-8",0,0,0,0,0,0,0,0,0,0,0.025585,0,0,0,0,0,0,0,0.0696785,0
"KRTAP5-9",0,0,0,0,0,0,0,0.04455235,0,0,0.065705,0,0,0,0,0,0,0,0,0
"KRTAP5-AS1",0,0,0,0,0.102609,0,0,0.1718116,32.39585,0,0.01260845,0,0,0,0,0.1025504,0,0,0,0
"KRTAP6-1",0,0,0,0,0,0,0,0,0,0,24.0269,0,0,0,0,0,0,0,0,0
"KRTAP6-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP6-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP7-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP8-1",0,0,0,0,0.4578415,0,0,0,0,17.74845,0,0,0,0,0,0,0,0,0,0
"KRTAP9-1",0,0,0,0,8.43743,0,0,0,0,0,0,0,0,0,0,0,0.1700725,0,0,0
"KRTAP9-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP9-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP9-4",0,0,0,0,0,0,0,0,0,0,3.91972,0,0,0,0,0,0,0,0,0
"KRTAP9-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP9-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP9-8",0,0,0,0,0.2363025,0,0,0,0,0,0.2092395,0,0,0,0,0,0,0,0,0
"KRTAP9-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTCAP2",0,0,0,0.3449705,37.90745,0,23.3965,57.11365,0,0,32.41715,0,0,0,2.262345,576.998,27.7723,3.96296,0,35.91335
"KRTCAP3",0,0,0,0,0,0,0,0,0,0,0.8530705,0,0,0,0,0,0,0,0,0
"KRTDAP",0,0,0,0,0.425907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KSR1",15.1273,3.40098,0,0,5.44902,0,0,0.010297,0.02909915,0,0.09638855,0,0,0,0.08399875,0,0.0376303,0,0,53.46135
"KSR2",0,0,0,0.0179673,0.010482585,0,0.06258085,0.3682255,0.00280178,0,2.442905,0,0,0.007489,3.66299,23.6834,0.995027,0,0.5747605,0.06725495
"KTI12",0,0,0.985954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KTN1",0,0,3.40518,0.00684055,0.0107567,0.0337786,0.0111104,0.02042945,0.08062345,0.04939675,4.65097,16.881,17.087,16.92905,0,33.3351,0.0181396,0.01586115,2.537065,0
"KTN1-AS1",0,0,0,0,0,0,0,0,0,0,0.3541015,0,0,0,0,0,0,0,0,0
"KXD1",0,0,99.4806,0,0,0,7.92191,0.078728,0,0,0,0,0,9.60727,0,0,0.0297469,0,0,78.19805
"KY",0,0,0,0,0,0,0.6489505,0,0,0,1.63997,0,0,0,0,0.0237446,0,0,0,0
"KYNU",0,0,0,0,0,0,0.5414425,0.0396784,0,0,0,0,0,0,0,0,0,0,0,0
"L1CAM",18.0749,12.952,94.8434,0.5945935,0.764635,0,0.142632,1.05246,134.73,0.01240215,1.022478,0.0277858,0,3.49796,8.60369,86.56075,0.3179615,103.3761,37.72545,75.7252
"L1TD1",0.437026,0.461784,0.529851,0.53169,2.675685,0.899584,0.782061,1.9491,0.6626265,0.826232,5.34203,0.9991485,0.225405,0.819697,1.313305,0.2283065,3.64985,0.02039215,0.107913,0.3136175
"L2HGDH",1.85715,0.940826,1.49735,1.921085,6.091165,2.84901,4.21749,8.07123,1.350315,3.82899,12.0491,2.892495,1.22409,6.766445,5.565975,4.57002,13.51145,2.62054,2.690665,2.70444
"L3HYPDH",0,0,0,0,3.2776,0,0,0,0,0,0.11544645,0,0,0,0,0,0,0,0,0
"L3MBTL1",0,0,0,0,0,0,5.897175,0,0,1.190095,0,4.589355,0,0,0,0.0419178,0,0,0,0
"L3MBTL2",0,0,0,0,0.0469257,0,0,0,0,0,0,0,0,0.0255243,0,0,0.227202,0,0,0
"L3MBTL3",0,0.0199391,0,0,1.80829,0,0.0155963,1.920545,0,0,2.734405,0,0,0.0126769,0,0,0.2582155,54.74445,0,0
"L3MBTL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
